Vardas         Pavarde             ND1  ND2  ND3  ND4  ND5  Egz  
Vardas8334     Pavarde8334         9    8    9    2    1    4    
Vardas5907     Pavarde5907         1    2    9    10   7    9    
Vardas6330     Pavarde6330         5    6    6    9    4    9    
Vardas7111     Pavarde7111         1    4    3    6    4    6    
Vardas8362     Pavarde8362         9    4    8    4    9    1    
Vardas1148     Pavarde1148         7    10   5    7    6    2    
Vardas6542     Pavarde6542         2    6    7    5    4    8    
Vardas1466     Pavarde1466         6    2    1    2    1    5    
Vardas4629     Pavarde4629         2    1    2    7    7    10   
Vardas60       Pavarde60           7    10   9    6    7    8    
Vardas9337     Pavarde9337         9    2    10   9    1    3    
Vardas9818     Pavarde9818         2    6    9    7    1    1    
Vardas3327     Pavarde3327         1    3    6    4    4    9    
Vardas4723     Pavarde4723         6    4    7    7    3    2    
Vardas2629     Pavarde2629         10   2    7    7    10   1    
Vardas9154     Pavarde9154         9    10   9    1    5    5    
Vardas398      Pavarde398          7    7    9    8    4    5    
Vardas5771     Pavarde5771         4    7    1    9    4    2    
Vardas4061     Pavarde4061         8    2    5    4    1    3    
Vardas9757     Pavarde9757         6    2    3    5    5    1    
Vardas1765     Pavarde1765         3    1    3    6    3    1    
Vardas3182     Pavarde3182         6    1    6    2    2    6    
Vardas7030     Pavarde7030         4    3    2    3    10   10   
Vardas126      Pavarde126          8    3    4    7    7    4    
Vardas8257     Pavarde8257         8    6    3    9    2    6    
Vardas7415     Pavarde7415         3    3    10   2    9    7    
Vardas9375     Pavarde9375         2    7    1    5    1    4    
Vardas9118     Pavarde9118         10   3    1    10   8    7    
Vardas9988     Pavarde9988         6    8    7    3    5    6    
Vardas2619     Pavarde2619         8    2    9    8    3    9    
Vardas267      Pavarde267          4    6    1    1    2    9    
Vardas6582     Pavarde6582         9    2    7    6    4    10   
Vardas4741     Pavarde4741         3    1    9    6    9    2    
Vardas1575     Pavarde1575         1    6    10   9    4    7    
Vardas2510     Pavarde2510         8    1    6    3    5    9    
Vardas5151     Pavarde5151         9    1    5    9    7    5    
Vardas2168     Pavarde2168         3    3    2    8    1    2    
Vardas1068     Pavarde1068         10   5    6    2    5    7    
Vardas9191     Pavarde9191         5    3    6    6    9    2    
Vardas344      Pavarde344          10   1    5    9    5    9    
Vardas3449     Pavarde3449         8    8    7    1    1    2    
Vardas1625     Pavarde1625         3    10   4    5    4    5    
Vardas5277     Pavarde5277         1    3    1    2    6    3    
Vardas2374     Pavarde2374         6    6    4    7    9    9    
Vardas8687     Pavarde8687         10   4    10   3    4    10   
Vardas4169     Pavarde4169         4    7    7    7    6    6    
Vardas3548     Pavarde3548         10   7    4    2    1    7    
Vardas4849     Pavarde4849         2    7    10   1    4    9    
Vardas4590     Pavarde4590         2    5    10   1    8    2    
Vardas8317     Pavarde8317         1    4    6    9    4    1    
Vardas8849     Pavarde8849         1    1    4    9    6    10   
Vardas349      Pavarde349          8    7    9    9    4    1    
Vardas733      Pavarde733          1    1    4    6    4    7    
Vardas7916     Pavarde7916         6    9    6    5    4    2    
Vardas7284     Pavarde7284         1    10   5    3    2    7    
Vardas855      Pavarde855          7    6    1    7    8    8    
Vardas9705     Pavarde9705         5    7    10   2    4    5    
Vardas7017     Pavarde7017         8    5    10   6    2    7    
Vardas2646     Pavarde2646         9    2    6    9    8    8    
Vardas8546     Pavarde8546         10   7    8    5    1    8    
Vardas5145     Pavarde5145         10   9    4    1    5    9    
Vardas5284     Pavarde5284         10   5    5    3    6    7    
Vardas6699     Pavarde6699         2    2    7    5    5    2    
Vardas2161     Pavarde2161         1    4    7    8    1    5    
Vardas7716     Pavarde7716         2    2    2    6    10   10   
Vardas7557     Pavarde7557         4    4    9    9    4    3    
Vardas73       Pavarde73           3    2    4    5    5    8    
Vardas7846     Pavarde7846         10   3    1    5    4    1    
Vardas1663     Pavarde1663         1    6    6    3    3    7    
Vardas8869     Pavarde8869         6    1    9    4    4    2    
Vardas2081     Pavarde2081         7    4    8    8    3    8    
Vardas5660     Pavarde5660         6    10   4    10   6    1    
Vardas7835     Pavarde7835         4    6    1    2    4    4    
Vardas9662     Pavarde9662         6    6    5    10   3    6    
Vardas1133     Pavarde1133         4    2    1    2    8    2    
Vardas3600     Pavarde3600         3    5    6    3    7    1    
Vardas8734     Pavarde8734         3    4    9    4    5    2    
Vardas165      Pavarde165          2    8    9    6    9    3    
Vardas219      Pavarde219          6    1    1    3    9    1    
Vardas1862     Pavarde1862         10   6    2    5    9    3    
Vardas2113     Pavarde2113         5    4    1    2    7    8    
Vardas7157     Pavarde7157         6    8    10   5    5    9    
Vardas8057     Pavarde8057         3    6    9    6    6    2    
Vardas7018     Pavarde7018         6    2    4    2    4    1    
Vardas3418     Pavarde3418         5    3    8    5    2    4    
Vardas1471     Pavarde1471         2    3    9    3    7    6    
Vardas1457     Pavarde1457         2    7    5    5    5    4    
Vardas996      Pavarde996          1    8    2    4    7    2    
Vardas1626     Pavarde1626         3    1    9    1    5    7    
Vardas7120     Pavarde7120         4    8    1    9    6    3    
Vardas566      Pavarde566          5    9    5    2    3    5    
Vardas1952     Pavarde1952         5    1    3    4    9    2    
Vardas3689     Pavarde3689         10   5    9    5    5    9    
Vardas7825     Pavarde7825         2    2    2    9    2    9    
Vardas3166     Pavarde3166         10   9    1    10   9    8    
Vardas2797     Pavarde2797         1    1    9    2    5    6    
Vardas9361     Pavarde9361         10   10   7    10   8    5    
Vardas7813     Pavarde7813         10   5    3    10   9    2    
Vardas771      Pavarde771          2    9    6    2    9    1    
Vardas8950     Pavarde8950         9    3    1    3    8    4    
Vardas3768     Pavarde3768         4    5    8    10   7    5    
Vardas1568     Pavarde1568         3    6    7    3    3    9    
Vardas3301     Pavarde3301         5    7    7    3    10   3    
Vardas1870     Pavarde1870         9    6    10   1    9    3    
Vardas9058     Pavarde9058         5    10   8    9    5    4    
Vardas500      Pavarde500          6    5    7    3    2    7    
Vardas6626     Pavarde6626         9    1    7    2    2    4    
Vardas8528     Pavarde8528         7    5    2    1    10   9    
Vardas774      Pavarde774          10   2    7    5    9    10   
Vardas6305     Pavarde6305         8    1    2    1    8    2    
Vardas985      Pavarde985          1    9    1    7    7    4    
Vardas6295     Pavarde6295         6    4    8    7    4    9    
Vardas6911     Pavarde6911         9    3    9    9    1    8    
Vardas5564     Pavarde5564         10   4    2    9    9    10   
Vardas8410     Pavarde8410         9    5    6    8    3    8    
Vardas650      Pavarde650          5    7    1    10   10   7    
Vardas4853     Pavarde4853         2    1    7    7    9    5    
Vardas7519     Pavarde7519         7    6    4    7    9    6    
Vardas9954     Pavarde9954         6    10   2    2    1    9    
Vardas8411     Pavarde8411         3    9    5    7    7    10   
Vardas9053     Pavarde9053         6    9    7    1    10   1    
Vardas9747     Pavarde9747         10   9    4    10   10   3    
Vardas4214     Pavarde4214         4    2    9    1    10   9    
Vardas6816     Pavarde6816         9    4    3    4    9    2    
Vardas2958     Pavarde2958         2    8    10   4    9    8    
Vardas1338     Pavarde1338         5    1    3    9    1    5    
Vardas3949     Pavarde3949         6    10   2    3    1    3    
Vardas5458     Pavarde5458         3    7    7    1    6    4    
Vardas9301     Pavarde9301         4    10   7    6    1    3    
Vardas4928     Pavarde4928         7    3    4    1    1    9    
Vardas1843     Pavarde1843         7    2    4    1    1    4    
Vardas5413     Pavarde5413         8    2    2    3    7    7    
Vardas9932     Pavarde9932         1    6    5    7    7    1    
Vardas5028     Pavarde5028         1    1    7    1    10   6    
Vardas5579     Pavarde5579         8    6    1    2    6    1    
Vardas8552     Pavarde8552         10   7    6    6    4    8    
Vardas7606     Pavarde7606         5    10   7    2    2    6    
Vardas7394     Pavarde7394         1    3    9    7    3    2    
Vardas4195     Pavarde4195         6    10   7    6    9    1    
Vardas8158     Pavarde8158         2    5    8    3    5    1    
Vardas477      Pavarde477          5    10   1    9    6    3    
Vardas3956     Pavarde3956         8    10   8    6    9    5    
Vardas6063     Pavarde6063         9    7    1    5    5    7    
Vardas4909     Pavarde4909         7    7    4    10   9    8    
Vardas5983     Pavarde5983         8    10   1    4    8    5    
Vardas6505     Pavarde6505         10   8    9    1    10   10   
Vardas431      Pavarde431          4    8    7    8    5    9    
Vardas9798     Pavarde9798         2    8    10   1    2    9    
Vardas8439     Pavarde8439         1    10   5    5    1    10   
Vardas5813     Pavarde5813         9    7    6    9    8    4    
Vardas7826     Pavarde7826         6    10   10   3    8    10   
Vardas8853     Pavarde8853         3    8    7    1    3    9    
Vardas696      Pavarde696          1    2    9    8    5    6    
Vardas6618     Pavarde6618         4    5    1    5    6    4    
Vardas5694     Pavarde5694         2    3    6    5    1    4    
Vardas7658     Pavarde7658         1    8    8    6    3    7    
Vardas8655     Pavarde8655         9    1    10   4    5    4    
Vardas7462     Pavarde7462         9    7    9    6    1    6    
Vardas736      Pavarde736          2    6    10   1    10   7    
Vardas3927     Pavarde3927         2    7    9    7    1    2    
Vardas841      Pavarde841          4    1    8    8    4    9    
Vardas3949     Pavarde3949         3    2    7    7    5    3    
Vardas1553     Pavarde1553         9    3    8    2    10   8    
Vardas8460     Pavarde8460         6    8    7    1    8    3    
Vardas9969     Pavarde9969         7    8    1    9    7    2    
Vardas7353     Pavarde7353         4    4    1    6    7    4    
Vardas9050     Pavarde9050         6    7    5    9    7    10   
Vardas2096     Pavarde2096         10   5    10   5    1    10   
Vardas415      Pavarde415          2    7    4    4    5    7    
Vardas529      Pavarde529          9    2    10   9    10   10   
Vardas8378     Pavarde8378         3    9    3    7    1    3    
Vardas6690     Pavarde6690         9    7    2    4    3    1    
Vardas6349     Pavarde6349         7    2    9    8    1    8    
Vardas7798     Pavarde7798         9    10   2    8    2    4    
Vardas8612     Pavarde8612         3    6    2    10   10   5    
Vardas9584     Pavarde9584         4    3    6    4    2    7    
Vardas4475     Pavarde4475         10   2    9    7    2    8    
Vardas7108     Pavarde7108         6    6    10   3    10   9    
Vardas2894     Pavarde2894         10   9    9    3    1    3    
